älendijch	skinny, seedy. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4lendijch
alf (alw)	f. eleven. 	https://ereimer.net/plautdietsch/pddefns.htm#alf%20%28alw%29
alftel	eleventh part. 	https://ereimer.net/plautdietsch/pddefns.htm#alftel
am	him. 	https://ereimer.net/plautdietsch/pddefns.htm#am
Ama	m. (pl: sch) pail, bucket. 	https://ereimer.net/plautdietsch/pddefns.htm#Ama
an	them. 	https://ereimer.net/plautdietsch/pddefns.htm#an
Angel	f. (pl: Angle) fishing rod and line. 	https://ereimer.net/plautdietsch/pddefns.htm#Angel
angle	to fish, to angle. 	https://ereimer.net/plautdietsch/pddefns.htm#angle
Angst	fear, deep concern, anguish, trepidation. 	https://ereimer.net/plautdietsch/pddefns.htm#Angst
Anka	m. (pl: sch) anchor, grapnel. 	https://ereimer.net/plautdietsch/pddefns.htm#Anka
Ankaplauts , Ankastäd	a berth. 	https://ereimer.net/plautdietsch/pddefns.htm#Ankaplauts%20%2C%20Ankast%C3%A4d
ankre	to anchor, to dock. 	https://ereimer.net/plautdietsch/pddefns.htm#ankre
änle	to resemble. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4nle
änlijch	similar, alike, like. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4nlijch
Änlijchkjeit	f. (pl: e) similarity, resemblance, likeness. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84nlijchkjeit
A'postel	apostle. 	https://ereimer.net/plautdietsch/pddefns.htm#A%27postel
A'prell	m. April. 	https://ereimer.net/plautdietsch/pddefns.htm#A%27prell
Arent	f. (pl: e) a crop, a harvest. 	https://ereimer.net/plautdietsch/pddefns.htm#Arent
Ar'foljch	m. success. 	https://ereimer.net/plautdietsch/pddefns.htm#Ar%27foljch
arnte	to harvest. 	https://ereimer.net/plautdietsch/pddefns.htm#arnte
Ar'schaufa	m. Creator. 	https://ereimer.net/plautdietsch/pddefns.htm#Ar%27schaufa
Asch	f. (pl: e) ash tree. 	https://ereimer.net/plautdietsch/pddefns.htm#Asch
Äsel	m. (pl: s) donkey. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84sel
Äsel	n. ashes. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84sel
Äsel Jeschrejch	n. braying. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84sel%20Jeschrejch
Äselbood , Äsel Kül	f. ashpit. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84selbood%20%2C%20%C3%84sel%20K%C3%BCl
Äselfalm	n. hinny. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84selfalm
Äselmaunda	m. salamander, lizard. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84selmaunda
astijch	gnarled, branchy. 	https://ereimer.net/plautdietsch/pddefns.htm#astijch
ätboa	edible, esculent. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4tboa
äte	to eat. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4te
Äte	n. food, nourishment, nutrient. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84te
atelje	some. several, a few. 	https://ereimer.net/plautdietsch/pddefns.htm#atelje
Äteskauste	m. food hamper, picnic basket. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84teskauste
Äteskoma	f. larder, pantry, cupboard. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84teskoma
ätgangs	towards the end of. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4tgangs
Ätstow	f. dining room. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84tstow
Ätwoa	f. gorceries. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84twoa
Ätwoahendla	m. grocer. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%84twoahendla
Aubeetsee	n. abc's, alphabet. 	https://ereimer.net/plautdietsch/pddefns.htm#Aubeetsee
au'dee	goodbye, farewell. 	https://ereimer.net/plautdietsch/pddefns.htm#au%27dee
auf	is widely used as a prefix but it can stand alone; it usually indicates 'off'. 	https://ereimer.net/plautdietsch/pddefns.htm#auf
auf	off, down, from, away, whether. 	https://ereimer.net/plautdietsch/pddefns.htm#auf
auf onn too	now and then, on and off. 	https://ereimer.net/plautdietsch/pddefns.htm#auf%20onn%20too
aufaste	to debranch, prune. 	https://ereimer.net/plautdietsch/pddefns.htm#aufaste
aufbarschte	to brush off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufbarschte
aufbeitse	to remove through caustic action. 	https://ereimer.net/plautdietsch/pddefns.htm#aufbeitse
aufbestalle	to cancel or countermand an order. 	https://ereimer.net/plautdietsch/pddefns.htm#aufbestalle
aufbiete	to bite off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufbiete
Aufbildung	f. illustration. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufbildung
Aufbilt	n. image, copy, likeness, replica. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufbilt
aufbinje	to apply a tourniquet, to tie off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufbinje
Aufbinjsel	n. a tourniquet. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufbinjsel
aufbräakje	to demolish; break off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufbr%C3%A4akje
aufbrenne	to be razed by fire, to burn down. 	https://ereimer.net/plautdietsch/pddefns.htm#aufbrenne
aufbrockle	to crumble away. 	https://ereimer.net/plautdietsch/pddefns.htm#aufbrockle
aufbrucke	to wear away, to use up. 	https://ereimer.net/plautdietsch/pddefns.htm#aufbrucke
aufbrutsche	to do a sloppy job. 	https://ereimer.net/plautdietsch/pddefns.htm#aufbrutsche
aufdakje	to uncover, to remove a blanket. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdakje
Aufdank	f. a eulogy. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdank
aufdanke	to officiate at a funeral. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdanke
aufdaume	to dam off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdaume
aufdaumpe	to speed away, lit to steam away. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdaumpe
Aufdeel	m. a part, a portion, a department. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdeel
aufdeele	to apportion, to distribute an inheritance. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdeele
Aufdeelinj	f. section, part, department. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdeelinj
Aufdeelung	f. part of an inheritance. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdeelung
aufdijchte	to insulate. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdijchte
aufdinje (erauf dinje)	to bargain for a better price or deal. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdinje%20%28erauf%20dinje%29
aufdocktre	to induce an abortion. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdocktre
Aufdräjchshaundüak	n. kithchen towel. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdr%C3%A4jchshaund%C3%BCak
aufdräje	to wipe dry, to dry off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdr%C3%A4je
aufdreie	to turn or switch on; woodturning on a lathe. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdreie
Aufdrekja	m. (pl: sch) trigger. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdrekja
aufdrekje	to pull the trigger. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdrekje
aufdrenje	to push or squeeze someone from his rightful place. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdrenje
Aufdrief	m. an abortion. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufdrief
aufdrinkje	to drink a little from a container that is too full. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdrinkje
aufdroage	to wear out clothing. 	https://ereimer.net/plautdietsch/pddefns.htm#aufdroage
aufenjste	to scare away. 	https://ereimer.net/plautdietsch/pddefns.htm#aufenjste
auffäaje	to sweep off. 	https://ereimer.net/plautdietsch/pddefns.htm#auff%C3%A4aje
auffaule	to fall off, like leaves from a tree. 	https://ereimer.net/plautdietsch/pddefns.htm#auffaule
Auffeameddel	n. (pl: s) purgative, laxative, aparient. 	https://ereimer.net/plautdietsch/pddefns.htm#Auffeameddel
auffeare	to purge. 	https://ereimer.net/plautdietsch/pddefns.htm#auffeare
auffiele	to file off. 	https://ereimer.net/plautdietsch/pddefns.htm#auffiele
auffoadje	to snub, to put down, to be flippant; to do a sloppy, hurry up job. 	https://ereimer.net/plautdietsch/pddefns.htm#auffoadje
auffoare	to drive off, to depart. 	https://ereimer.net/plautdietsch/pddefns.htm#auffoare
auffoddre	to ask of or demand. 	https://ereimer.net/plautdietsch/pddefns.htm#auffoddre
auffoodre	to feed the stock for the last time in the evening. 	https://ereimer.net/plautdietsch/pddefns.htm#auffoodre
auffreare	to freeze off. 	https://ereimer.net/plautdietsch/pddefns.htm#auffreare
auffüle	to rot off. 	https://ereimer.net/plautdietsch/pddefns.htm#auff%C3%BCle
Aufgank	n. waste. rubbish, garbage, refuse, trash, rejects, excrement. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgank
Aufgankfräta	m. (pl: sch) scavenger. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgankfr%C3%A4ta
Aufganksrua	n. sewer pipe. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufganksrua
aufgnoage	to gnaw off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufgnoage
aufgnupse	to slip off from a knob. Ex holding a wet, slippery candy between thumb and forefinger, then pressing hard so it shoots away; a filip. 	https://ereimer.net/plautdietsch/pddefns.htm#aufgnupse
Aufgonst	m. envy, jealousy, grudge. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgonst
Aufgott	m. (pl: Aufjetta) idol, image. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgott
Aufgott moake	idolize, deify. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgott%20moake
Aufgottsdeenst	m. idolatry. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgottsdeenst
aufgrose	to graze off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufgrose
Aufgrunt	m. chasm, abyss, gulf, deep canyon. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufgrunt
aufhacke	to hack off, to lop off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhacke
aufhalpe	to pay a debt by helping, to redress. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhalpe
aufhaultre	to unhalter. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhaultre
aufhaupse	to put something in the mouth to taste, like taking a spoon into the mouth to taste its contents and then quickly withdrawing it, as if it were hot. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhaupse
aufhäwle	to plane off with a carpenter's plane. 	https://ereimer.net/plautdietsch/pddefns.htm#aufh%C3%A4wle
aufhenjijch	dependent upon. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhenjijch
aufhoakje	to rake off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhoakje
aufhoatle	to harden, to toughen. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhoatle
aufhocke	to partition off, to sequester, segregate, confined to a designated area. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhocke
aufhole	to pick up someone from the station; to pick up an item someone has borrowed. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhole
aufhoole	to hold off, to hold at bay; to hold a child while it performs its natural functions, as part of toilet training. 	https://ereimer.net/plautdietsch/pddefns.htm#aufhoole
aufjäwe	to mail; to become involved with; to repay a debt. 	https://ereimer.net/plautdietsch/pddefns.htm#aufj%C3%A4we
aufjebräjcht	having a lot of nerve, insensitive, being very forward. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjebr%C3%A4jcht
aufjebräjde Frü	a hussy. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjebr%C3%A4jde%20Fr%C3%BC
aufjebruckt	shabby, threadbare. see aufbrucke. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjebruckt
aufjeete	to pour some liquid from a container that may be too full. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjeete
aufjekoakte Brie	a cooked mash, a concoction. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjekoakte%20Brie
aufjeläft	decrepit, having the appearance of having lived a hard life. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjel%C3%A4ft
aufjemäte	measured off, having been surveyed; see aufmäte. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjem%C3%A4te
Aufjemoldet Bilt	n. copy of a drawing, sketch. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufjemoldet%20Bilt
aufjenstijch	envious, jealous; see Aufgonst. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjenstijch
aufjenutst	shabby, worn, threadbare; see aufnutse. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjenutst
aufjleppe	to slip off, to lose grip suddenly. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjleppe
aufjoage	to speed away. 	https://ereimer.net/plautdietsch/pddefns.htm#aufjoage
aufkaue	see aufkeiwe. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkaue
aufkaunte	to smooth or trim off the edges. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkaunte
aufkeiwe , (M: aufkaue)	to chew off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkeiwe%20%2C%20%28M%3A%20aufkaue%29
aufkjarte	to shorten, to abbreviate. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkjarte
aufkjeele	to cool off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkjeele
aufkjeepe	to purchase from someone. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkjeepe
aufkjniepe	to pinch off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkjniepe
aufkjniewle	to hack or whittle off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkjniewle
aufkloppre	to tap at something until it falls off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkloppre
aufklunje	to wear off shoes; to dance. 	https://ereimer.net/plautdietsch/pddefns.htm#aufklunje
aufknaupe	to ration, to skimp. 	https://ereimer.net/plautdietsch/pddefns.htm#aufknaupe
aufkoake	to boil down, concoct. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkoake
aufkoppe	to behead. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkoppe
aufkrautse	to scratch off; (vulg) to kick the bucket, to die. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkrautse
aufkusse	to kiss a small child's hurt. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkusse
aufkwoakjse	to do a poor, sloppy, inadequate job. 	https://ereimer.net/plautdietsch/pddefns.htm#aufkwoakjse
aufladre	to skin. 	https://ereimer.net/plautdietsch/pddefns.htm#aufladre
Auflaja	m. (pl: sch) a plant cutting, a shoot, slip of a plant. 	https://ereimer.net/plautdietsch/pddefns.htm#Auflaja
auflaje	to lay off; to discard; to begin a journey or a trip. 	https://ereimer.net/plautdietsch/pddefns.htm#auflaje
auflasche	to erase, obliterate. 	https://ereimer.net/plautdietsch/pddefns.htm#auflasche
auflaupse	to defraud another person, to elicit, to pry something from another person. 	https://ereimer.net/plautdietsch/pddefns.htm#auflaupse
aufläwe	to wear away a life in dissipation. 	https://ereimer.net/plautdietsch/pddefns.htm#aufl%C3%A4we
Auflea	f. (pl: Aufleare) a lesson to be learned. 	https://ereimer.net/plautdietsch/pddefns.htm#Auflea
aufleare	to take direction, to learn a lesson. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleare
aufleene	to dismiss, to discharge, lay off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleene
aufleene met Loon	superannuate. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleene%20met%20Loon
aufleese	to spell off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleese
aufleewre	to deliver. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleewre
aufleide	to drain off; to shunt, to lead off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufleide
auflekje	to lick off. 	https://ereimer.net/plautdietsch/pddefns.htm#auflekje
auflenkje	to divert, deflect. 	https://ereimer.net/plautdietsch/pddefns.htm#auflenkje
aufliee	to lend or borrow from. 	https://ereimer.net/plautdietsch/pddefns.htm#aufliee
auflocke	to lure, to obtain by coaxing. 	https://ereimer.net/plautdietsch/pddefns.htm#auflocke
auflode	to unload. 	https://ereimer.net/plautdietsch/pddefns.htm#auflode
auflote	to reduce or discount a price; to allow someone to get off a vehicle, allow a passenger to alight. 	https://ereimer.net/plautdietsch/pddefns.htm#auflote
auflüare	to await patiently, to abide the time. 	https://ereimer.net/plautdietsch/pddefns.htm#aufl%C3%BCare
auflupre	see auflaupse. 	https://ereimer.net/plautdietsch/pddefns.htm#auflupre
aufmäte	to measure, to survey. 	https://ereimer.net/plautdietsch/pddefns.htm#aufm%C3%A4te
aufmoake	to remove an appendage; to designate someone in a will. 	https://ereimer.net/plautdietsch/pddefns.htm#aufmoake
aufmole	to copy a drawing. 	https://ereimer.net/plautdietsch/pddefns.htm#aufmole
aufmuckre	to become thin and emaciated. 	https://ereimer.net/plautdietsch/pddefns.htm#aufmuckre
aufmurkjse	to do away with, to kill. 	https://ereimer.net/plautdietsch/pddefns.htm#aufmurkjse
Aufnäma	m. (pl: sch) camera; photographer. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufn%C3%A4ma
aufnäme	to snap a photo; diminish, decrease, decline; waste away, lose weight, to doff, to amputate, to relieve, to deliver a baby by other than natural means. 	https://ereimer.net/plautdietsch/pddefns.htm#aufn%C3%A4me
aufnutse	to utilize to the fullest, to wear out. 	https://ereimer.net/plautdietsch/pddefns.htm#aufnutse
aufoabeide	to work off a debt, to repay a debt by working for it. 	https://ereimer.net/plautdietsch/pddefns.htm#aufoabeide
aufpausse	to await the opportune time. 	https://ereimer.net/plautdietsch/pddefns.htm#aufpausse
aufplakje	for cloth material to fade; also ütplakje. 	https://ereimer.net/plautdietsch/pddefns.htm#aufplakje
aufplekje	to pick off, like fruit from a tree. 	https://ereimer.net/plautdietsch/pddefns.htm#aufplekje
aufprachre	to beg forgiveness, to apologize. 	https://ereimer.net/plautdietsch/pddefns.htm#aufprachre
aufputse	to polish, to clean. 	https://ereimer.net/plautdietsch/pddefns.htm#aufputse
aufräajne	to rain off, like the dust from a plant. 	https://ereimer.net/plautdietsch/pddefns.htm#aufr%C3%A4ajne
aufrauspe	to rasp or file off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufrauspe
aufreise	to leave on a trip, to depart. 	https://ereimer.net/plautdietsch/pddefns.htm#aufreise
aufriewe	to rub off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufriewe
aufrode	to dissuade, discourage, advise against. 	https://ereimer.net/plautdietsch/pddefns.htm#aufrode
aufrolle	to unroll. 	https://ereimer.net/plautdietsch/pddefns.htm#aufrolle
aufroope	to hail someone. 	https://ereimer.net/plautdietsch/pddefns.htm#aufroope
aufrope	to push off the excess with the hands, like an overfull container of seeds. 	https://ereimer.net/plautdietsch/pddefns.htm#aufrope
aufrubble	to rub off; see aufriewe. 	https://ereimer.net/plautdietsch/pddefns.htm#aufrubble
aufsaje	to refuse. 	https://ereimer.net/plautdietsch/pddefns.htm#aufsaje
Aufsat	f. (pl: e) heel of a shoe. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufsat
Aufsata	m (pl: sch) a plant cutting. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufsata
Aufsauts	m. (pl: e) a landing. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufsauts
aufschäare	to shear, like wool from a sheep. 	https://ereimer.net/plautdietsch/pddefns.htm#aufsch%C3%A4are
aufschale	to peel, to pare. 	https://ereimer.net/plautdietsch/pddefns.htm#aufschale
aufschape	to skim off, to ladle off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufschape
aufschatse	assess, evaluate. 	https://ereimer.net/plautdietsch/pddefns.htm#aufschatse
aufschaufe	eliminate, kill, do away with, dispatch. 	https://ereimer.net/plautdietsch/pddefns.htm#aufschaufe
aufscheddre	to shake off, like apples from a tree. 	https://ereimer.net/plautdietsch/pddefns.htm#aufscheddre
Aufscheet	m. (pl: s) farewell, adieu, parting. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufscheet
Aufscheet näme	to take leave, to say goodbye. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufscheet%20n%C3%A4me
aufscheete	to shoot off, to fire. 	https://ereimer.net/plautdietsch/pddefns.htm#aufscheete
Aufscheetsräd	valedictory address. 	https://ereimer.net/plautdietsch/pddefns.htm#Aufscheetsr%C3%A4d
aufschekje	to mail, to dispatch, to send off. 	https://ereimer.net/plautdietsch/pddefns.htm#aufschekje
aufscherre	to unharness. 	https://ereimer.net/plautdietsch/pddefns.htm#aufscherre
aufschetsle	to partition, to segregate, sequester. 	https://ereimer.net/plautdietsch/pddefns.htm#aufschetsle
aufschitse	to close off a damper. 	https://ereimer.net/plautdietsch/pddefns.htm#aufschitse
aufschjlüwe	to slip off, like a garment. 	https://ereimer.net/plautdietsch/pddefns.htm#aufschjl%C3%BCwe
